"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize"
"Mephitis mephitis","B","EMML_ICTS","G",5,2085.02,1,0,5.7,-999,-999
"Sylvilagus floridanus","B","EMML_ICTS","G",1,1172.79,1,0,4.62,-999,-999
"Marmota monax","B","EMML_ICTS","G",3,3801.72,0,1,4.1,-999,1
"Lynx rufus","B","EMML_ICTS","G",1,8904.1,1,0,2.76,-999,-999
"Castor canadensis","B","EMML_ICTS","G",1,21820,1,0,3.6,-999,5.1
"Taxidea taxus","C","EMML_ICTS","G",3,7107.55,1,0,2.76,-999,-999
"Lepus europaeus","C","EMML_ICTS","G",1,3740,1,0,2.14,-999,-999
"Ursus americanus","C","EMML_ICTS","G",4,99949.36,1,0,2.39,-999,-999
"Sylvilagus transitionalis","C","EMML_ICTS","G",1,656.7,1,0,4.41,-999,-999
"Sylvilagus palustris","C","EMML_ICTS","G",1,1500,1,0,2.96,-999,-999
"Martes pennanti","C","EMML_ICTS","S",2,4000,1,1,3.02,-999,-999
"Sciurus niger","C","EMML_ICTS","Ar",3,761.9,0,1,-999,-999,-999
"Lepus americanus","C","EMML_ICTS","G",1,1710.02,1,0,3.54,-999,-999
"Sylvilagus obscurus","C","EMML_ICTS","G",1,1218.45,1,0,-999,-999,-999
"Erethizon dorsatum","C","EMML_ICTS","S",3,7085.33,1,0,1,-999,1
"Alces alces","C","EMML_ICTS","G",1,356998.16,1,0,1.25,-999,1
"Lontra canadensis","C","EMML_ICTS","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_ICTS","G",2,1065.75,1,0,6.55,-999,-999
"Phoca vitulina","C","EMML_ICTS","M",2,1e+05,0,1,1,-999,-999
"Neovison vison","C","EMML_ICTS","G",4,1150,1,0,-999,-999,-999
"Sciurus carolinensis","A","EMML_LEAF","Ar",3,506.5,0,1,2.98,-999,1
"Tamiasciurus douglasii","A","EMML_LEAF","Ar",6,225,0,1,5.49,-999,1
"Glaucomys sabrinus","A","EMML_LEAF","Ar",3,166,1,0,3,-999,-999
"Procyon lotor","B","EMML_LEAF","G",4,5524.97,1,0,3.06,-999,-999
"Aplodontia rufa","B","EMML_LEAF","G",1,1003.99,1,1,2.46,-999,-999
"Odocoileus hemionus","B","EMML_LEAF","G",2,54212.57,1,0,1.61,-999,-999
"Canis latrans","B","EMML_LEAF","G",3,13406.33,1,0,5.72,-999,-999
"Didelphis virginiana","B","EMML_LEAF","S",4,2195.48,1,0,8.62,-999,1
"Lontra canadensis","B","EMML_LEAF","G",2,8087.42,1,0,2.67,-999,-999
"Vulpes vulpes","C","EMML_LEAF","G",3,5476.17,1,0,4.59,-999,-999
"Marmota caligata","C","EMML_LEAF","G",3,7230.03,0,1,4.67,-999,3
"Lepus americanus","C","EMML_LEAF","G",1,1710.02,1,0,3.54,-999,-999
"Lynx rufus","C","EMML_LEAF","G",1,8904.1,1,0,2.76,-999,-999
"Mephitis mephitis","C","EMML_LEAF","G",5,2085.02,1,0,5.7,-999,-999
"Martes americana","C","EMML_LEAF","S",4,1250,1,0,2.6,-999,-999
"Erethizon dorsatum","C","EMML_LEAF","S",3,7085.33,1,0,1,-999,1
"Sylvilagus floridanus","C","EMML_LEAF","G",1,1172.79,1,0,4.62,-999,-999
"Puma concolor","C","EMML_LEAF","G",1,51600.04,1,1,2.76,-999,1
"Castor canadensis","C","EMML_LEAF","G",1,21820,1,0,3.6,-999,5.1
"Ondatra zibethicus","C","EMML_LEAF","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_LEAF","G",4,1150,1,0,-999,-999,-999
"Glaucomys volans","A","EMML_MKLB","Ar",3,63.87,1,0,3.13,-999,-999
"Odocoileus virginianus","B","EMML_MKLB","G",2,55508.56,1,0,1.57,-999,2.25
"Procyon lotor","B","EMML_MKLB","G",4,5524.97,1,0,3.06,-999,-999
"Sciurus carolinensis","B","EMML_MKLB","Ar",3,506.5,0,1,2.98,-999,1
"Canis latrans","B","EMML_MKLB","G",3,13406.33,1,0,5.72,-999,-999
"Didelphis virginiana","B","EMML_MKLB","S",4,2195.48,1,0,8.62,-999,1
"Vulpes vulpes","B","EMML_MKLB","G",3,5476.17,1,0,4.59,-999,-999
"Sylvilagus floridanus","B","EMML_MKLB","G",1,1172.79,1,0,4.62,-999,-999
"Urocyon cinereoargenteus","B","EMML_MKLB","G",5,3833.72,1,0,3.71,-999,-999
"Lynx rufus","B","EMML_MKLB","G",1,8904.1,1,0,2.76,-999,-999
"Mephitis mephitis","B","EMML_MKLB","G",5,2085.02,1,0,5.7,-999,-999
"Sciurus niger","C","EMML_MKLB","Ar",3,761.9,0,1,-999,-999,-999
"Castor canadensis","C","EMML_MKLB","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_MKLB","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_MKLB","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_MKLB","G",4,1150,1,0,-999,-999,-999
"Atherurus africanus","A","EMML_MKS","G",2,1934,1,0,1.5,-999,1
"Hystrix cristata","A","EMML_MKS","G",2,16250,1,0,1.73,-999,-999
"Atelerix albiventris","A","EMML_MKS","G",6,600,1,0,3.98,-999,-999
"Orycteropus afer","B","EMML_MKS","G",1,52350.4,1,0,1.1,-999,1
"Syncerus caffer","B","EMML_MKS","G",1,580002.68,1,0,1.08,3000,12
"Loxodonta africana","B","EMML_MKS","G",1,3940034.28,1,1,0.84,-999,19.5
"Cephalophus nigrifrons","B","EMML_MKS","G",3,13899.85,1,0,-999,-999,-999
"Cercopithecus mitis","B","EMML_MKS","Ar",4,5000,0,1,1,-999,16
"Redunca redunca","B","EMML_MKS","G",1,44050.41,1,1,1,-999,-999
"Tragelaphus scriptus","B","EMML_MKS","G",1,43250.39,1,1,1,-999,1
"Potamochoerus larvatus","B","EMML_MKS","G",4,48781.25,1,0,2.73,7.2,8
"Lepus capensis","B","EMML_MKS","G",1,3261.67,1,0,2.44,-999,-999
"Genetta maculata","B","EMML_MKS","Ar",3,2225,1,0,2.12,-999,-999
"Sylvicapra grimmia","B","EMML_MKS","G",3,19499.79,1,0,0.98,-999,1
"Genetta genetta","B","EMML_MKS","Ar",3,1800,1,0,2.29,-999,-999
"Lophiomys imhausi","B","EMML_MKS","S",1,755.01,1,0,1.58,-999,-999
"Mellivora capensis","B","EMML_MKS","G",5,8500,0,1,2.35,-999,-999
"Bdeogale jacksoni","B","EMML_MKS","G",3,2500,1,0,-999,-999,-999
"Panthera pardus","B","EMML_MKS","G",1,52038.22,1,0,2.14,1,1
"Atilax paludinosus","B","EMML_MKS","G",4,3299.97,1,0,2,-999,-999
"Procavia capensis","B","EMML_MKS","G",1,3029.98,0,1,2.5,47,17
"Leptailurus serval","B","EMML_MKS","G",1,11999.97,1,0,2.35,-999,-999
"Dendrohyrax arboreus","B","EMML_MKS","Ar",2,2949.99,1,0,1.51,-999,1
"Crocuta crocuta","B","EMML_MKS","G",1,66492.06,1,0,1.91,-999,-999
"Raphicerus campestris","B","EMML_MKS","G",2,10500.02,0,1,0.98,-999,2
"Hyaena hyaena","B","EMML_MKS","G",4,41705.11,1,0,2.44,-999,-999
"Ictonyx striatus","B","EMML_MKS","G",4,1299.99,1,0,2.3,-999,-999
"Otocyon megalotis","C","EMML_MKS","G",4,4150.02,1,1,4,-999,-999
"Chlorocebus pygerythrus","C","EMML_MKS","S",4,4993,0,1,-999,-999,-999
"Cricetomys ansorgei","C","EMML_MKS","G",4,1285.41,1,0,-999,-999,-999
"Kobus ellipsiprymnus","C","EMML_MKS","G",1,210000.34,1,1,1,-999,12
"Redunca fulvorufula","C","EMML_MKS","G",1,29499.86,1,1,-999,-999,4.75
"Alcelaphus buselaphus","C","EMML_MKS","G",1,171001.53,0,1,1,-999,20
"Proteles cristata","C","EMML_MKS","G",1,8139.39,1,0,2.64,-999,-999
"Otolemur garnettii","C","EMML_MKS","Ar",3,760,1,0,1.02,-999,1
"Ceratotherium simum","C","EMML_MKS","G",1,2949986.31,1,1,1,3.75,3.75
"Diceros bicornis","C","EMML_MKS","G",1,1180510.9,1,0,1,1,1
"Felis silvestris","C","EMML_MKS","G",3,5099.99,1,0,3.59,-999,-999
"Ichneumia albicauda","C","EMML_MKS","G",4,3500.02,1,0,2.35,-999,-999
"Heterohyrax brucei","C","EMML_MKS","S",1,2625,0,1,1.89,34,17.5
"Tragelaphus strepsiceros","C","EMML_MKS","G",1,213501.04,1,1,1,-999,12
"Tragelaphus eurycerus","C","EMML_MKS","G",1,329003.11,0,1,1,-999,13.5
"Equus quagga","C","EMML_MKS","G",1,4e+05,1,1,-999,-999,-999
"Canis adustus","C","EMML_MKS","G",4,10249.91,1,0,4.5,-999,-999
"Phacochoerus africanus","C","EMML_MKS","G",3,82500,1,0,-999,-999,-999
"Oreotragus oreotragus","C","EMML_MKS","G",1,12999.9,0,1,0.98,-999,2
"Civettictis civetta","C","EMML_MKS","G",6,11999.97,1,0,2.31,-999,-999
"Nandinia binotata","C","EMML_MKS","Ar",3,2000,1,0,1.84,-999,-999
"Caracal caracal","C","EMML_MKS","G",1,13749.91,1,0,2.3,-999,-999
"Hylochoerus meinertzhageni","C","EMML_MKS","G",1,188500,1,0,4,-999,10
"Colobus guereza","C","EMML_MKS","Ar",2,10600,0,1,1,7,7.6
"Herpestes ichneumon","C","EMML_MKS","G",5,5174.98,1,1,3,-999,-999
"Genetta servalina","C","EMML_MKS","Ar",3,1054.99,1,0,1.5,-999,-999
"Thryonomys gregorianus","C","EMML_MKS","G",3,2707.14,1,0,2.91,-999,1
"Madoqua kirkii","C","EMML_MKS","G",1,5300.05,1,1,0.98,-999,2.5
"Canis mesomelas","C","EMML_MKS","G",4,8500.02,1,1,3.89,-999,-999
"Papio anubis","C","EMML_MKS","G",4,17728.56,0,1,1.01,44.5,40
"Aepyceros melampus","C","EMML_MKS","G",1,52500.08,1,1,0.98,-999,15.25
"Mungos mungo","C","EMML_MKS","G",2,1925,0,1,2.68,-999,-999
"Aonyx capensis","C","EMML_MKS","G",2,18999.84,1,0,2.62,-999,-999
"Hydrictis maculicollis","C","EMML_MKS","G",3,4180.53,1,1,2,-999,-999
"Thryonomys swinderianus","C","EMML_MKS","G",3,3180.02,1,0,3.88,-999,1
"Tamias striatus","A","EMML_NCCC","G",4,111.91,0,1,-999,-999,-999
"Sus scrofa","A","EMML_NCCC","G",5,96118.09,1,0,4.52,-999,13
"Cervus elaphus","A","EMML_NCCC","G",1,165015.85,1,0,1.09,-999,17.5
"Glaucomys volans","A","EMML_NCCC","Ar",3,63.87,1,0,3.13,-999,-999
"Neotoma floridana","A","EMML_NCCC","G",3,244.75,1,0,3.11,-999,1
"Mustela frenata","A","EMML_NCCC","G",1,147,1,1,6.5,-999,-999
"Tamiasciurus hudsonicus","A","EMML_NCCC","Ar",6,201.17,0,1,3.93,-999,-999
"Odocoileus virginianus","B","EMML_NCCC","G",2,55508.56,1,0,1.57,-999,2.25
"Procyon lotor","B","EMML_NCCC","G",4,5524.97,1,0,3.06,-999,-999
"Sciurus carolinensis","B","EMML_NCCC","Ar",3,506.5,0,1,2.98,-999,1
"Sylvilagus floridanus","B","EMML_NCCC","G",1,1172.79,1,0,4.62,-999,-999
"Canis latrans","B","EMML_NCCC","G",3,13406.33,1,0,5.72,-999,-999
"Didelphis virginiana","B","EMML_NCCC","S",4,2195.48,1,0,8.62,-999,1
"Ursus americanus","B","EMML_NCCC","G",4,99949.36,1,0,2.39,-999,-999
"Lynx rufus","B","EMML_NCCC","G",1,8904.1,1,0,2.76,-999,-999
"Urocyon cinereoargenteus","B","EMML_NCCC","G",5,3833.72,1,0,3.71,-999,-999
"Marmota monax","B","EMML_NCCC","G",3,3801.72,0,1,4.1,-999,1
"Mephitis mephitis","B","EMML_NCCC","G",5,2085.02,1,0,5.7,-999,-999
"Vulpes vulpes","B","EMML_NCCC","G",3,5476.17,1,0,4.59,-999,-999
"Sylvilagus obscurus","B","EMML_NCCC","G",1,1218.45,1,0,-999,-999,-999
"Sylvilagus palustris","B","EMML_NCCC","G",1,1500,1,0,2.96,-999,-999
"Sciurus niger","B","EMML_NCCC","Ar",3,761.9,0,1,-999,-999,-999
"Lontra canadensis","B","EMML_NCCC","G",2,8087.42,1,0,2.67,-999,-999
"Castor canadensis","B","EMML_NCCC","G",1,21820,1,0,3.6,-999,5.1
"Sylvilagus aquaticus","C","EMML_NCCC","G",1,2135.8,1,0,3,-999,-999
"Lepus americanus","C","EMML_NCCC","G",1,1710.02,1,0,3.54,-999,-999
"Erethizon dorsatum","C","EMML_NCCC","S",3,7085.33,1,0,1,-999,1
"Ondatra zibethicus","C","EMML_NCCC","G",2,1065.75,1,0,6.55,-999,-999
"Phoca vitulina","C","EMML_NCCC","M",2,1e+05,0,1,1,-999,-999
"Neovison vison","C","EMML_NCCC","G",4,1150,1,0,-999,-999,-999
"Glaucomys volans","A","EMML_NCSU","Ar",3,63.87,1,0,3.13,-999,-999
"Odocoileus virginianus","B","EMML_NCSU","G",2,55508.56,1,0,1.57,-999,2.25
"Sciurus carolinensis","B","EMML_NCSU","Ar",3,506.5,0,1,2.98,-999,1
"Marmota monax","B","EMML_NCSU","G",3,3801.72,0,1,4.1,-999,1
"Canis latrans","B","EMML_NCSU","G",3,13406.33,1,0,5.72,-999,-999
"Didelphis virginiana","B","EMML_NCSU","S",4,2195.48,1,0,8.62,-999,1
"Urocyon cinereoargenteus","B","EMML_NCSU","G",5,3833.72,1,0,3.71,-999,-999
"Procyon lotor","B","EMML_NCSU","G",4,5524.97,1,0,3.06,-999,-999
"Vulpes vulpes","B","EMML_NCSU","G",3,5476.17,1,0,4.59,-999,-999
"Sylvilagus floridanus","B","EMML_NCSU","G",1,1172.79,1,0,4.62,-999,-999
"Castor canadensis","B","EMML_NCSU","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","B","EMML_NCSU","G",2,8087.42,1,0,2.67,-999,-999
"Mephitis mephitis","B","EMML_NCSU","G",5,2085.02,1,0,5.7,-999,-999
"Sylvilagus palustris","C","EMML_NCSU","G",1,1500,1,0,2.96,-999,-999
"Sciurus niger","C","EMML_NCSU","Ar",3,761.9,0,1,-999,-999,-999
"Lynx rufus","C","EMML_NCSU","G",1,8904.1,1,0,2.76,-999,-999
"Ondatra zibethicus","C","EMML_NCSU","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_NCSU","G",4,1150,1,0,-999,-999,-999
"Ammospermophilus harrisii","A","EMML_OPRI","G",5,122,0,1,6.32,-999,-999
"Neotoma albigula","A","EMML_OPRI","G",3,206.03,1,0,2.14,-999,1
"Spilogale gracilis","A","EMML_OPRI","G",3,466.5,1,0,-999,-999,-999
"Dipodomys merriami","A","EMML_OPRI","G",4,42,1,0,2.39,-999,-999
"Dipodomys deserti","A","EMML_OPRI","G",4,104.5,1,0,3.36,-999,-999
"Canis latrans","B","EMML_OPRI","G",3,13406.33,1,0,5.72,-999,-999
"Vulpes macrotis","B","EMML_OPRI","G",3,4499.97,1,0,4.5,-999,-999
"Taxidea taxus","B","EMML_OPRI","G",3,7107.55,1,0,2.76,-999,-999
"Lepus californicus","B","EMML_OPRI","G",1,2422.48,1,0,2.68,-999,-999
"Antilocapra americana","B","EMML_OPRI","G",1,46082.92,1,1,1.93,1000,12
"Sylvilagus audubonii","B","EMML_OPRI","G",1,889.63,1,0,3,-999,-999
"Lepus alleni","B","EMML_OPRI","G",1,3685.02,1,0,1.96,-999,-999
"Urocyon cinereoargenteus","B","EMML_OPRI","G",5,3833.72,1,0,3.71,-999,-999
"Odocoileus hemionus","B","EMML_OPRI","G",2,54212.57,1,0,1.61,-999,-999
"Lynx rufus","B","EMML_OPRI","G",1,8904.1,1,0,2.76,-999,-999
"Pecari tajacu","B","EMML_OPRI","G",4,21266.69,1,0,1.56,11.65,20
"Odocoileus virginianus","B","EMML_OPRI","G",2,55508.56,1,0,1.57,-999,2.25
"Mephitis mephitis","B","EMML_OPRI","G",5,2085.02,1,0,5.7,-999,-999
"Nasua narica","C","EMML_OPRI","S",3,4030.05,0,1,4,-999,-999
"Mephitis macroura","C","EMML_OPRI","G",5,801.25,1,1,4.68,-999,-999
"Ovis canadensis","C","EMML_OPRI","G",1,74644.88,1,1,1.16,5.5,5.5
"Procyon lotor","C","EMML_OPRI","G",4,5524.97,1,0,3.06,-999,-999
"Bassariscus astutus","C","EMML_OPRI","G",3,1129.51,1,0,3,-999,-999
"Erethizon dorsatum","C","EMML_OPRI","S",3,7085.33,1,0,1,-999,1
"Sylvilagus floridanus","C","EMML_OPRI","G",1,1172.79,1,0,4.62,-999,-999
"Puma concolor","C","EMML_OPRI","G",1,51600.04,1,1,2.76,-999,1
"Castor canadensis","C","EMML_OPRI","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_OPRI","G",2,8087.42,1,0,2.67,-999,-999
"Philander andersoni","A","EMML_PA","S",5,325,1,1,-999,-999,1
"Metachirus nudicaudatus","A","EMML_PA","S",5,375,1,0,3.87,-999,1
"Puma concolor","A","EMML_PA","G",1,51600.04,1,1,2.76,-999,1
"Cebus albifrons","A","EMML_PA","Ar",6,2629,0,1,1.01,-999,25
"Dasyprocta fuliginosa","B","EMML_PA","G",3,3500.02,0,1,-999,-999,2
"Didelphis marsupialis","B","EMML_PA","S",4,1091.16,1,0,7.09,-999,1
"Speothos venaticus","B","EMML_PA","G",1,5999.98,0,1,3.8,-999,-999
"Pecari tajacu","B","EMML_PA","G",4,21266.69,1,0,1.56,11.65,20
"Myrmecophaga tridactyla","B","EMML_PA","G",1,22333.15,1,1,1,1,1
"Priodontes maximus","B","EMML_PA","G",2,45359.68,1,0,1.5,-999,1
"Galictis vittata","B","EMML_PA","G",5,3200,1,1,-999,-999,-999
"Panthera onca","B","EMML_PA","G",3,1e+05,1,1,1.96,1,1
"Tapirus terrestris","B","EMML_PA","G",1,207500.91,1,0,1,-999,1
"Leopardus wiedii","B","EMML_PA","S",2,3249.97,1,0,1.5,-999,-999
"Leopardus pardalis","B","EMML_PA","G",3,11900.08,1,0,1.66,-999,-999
"Mazama americana","B","EMML_PA","G",2,22799.75,1,1,1.22,-999,1
"Atelocynus microtis","B","EMML_PA","G",2,7749.97,1,0,-999,-999,1
"Nasua nasua","B","EMML_PA","S",3,3793.85,0,1,3.69,-999,-999
"Tamandua tetradactyla","B","EMML_PA","S",1,5515.06,1,1,1,-999,1
"Cuniculus paca","B","EMML_PA","G",3,8172.55,1,0,1.01,-999,1
"Eira barbara","B","EMML_PA","G",2,3910.03,1,1,2.14,-999,-999
"Tayassu pecari","B","EMML_PA","G",5,32233.69,1,0,2,102.5,102.5
"Coendou prehensilis","C","EMML_PA","Ar",2,4399.97,1,0,0.98,-999,1
"Myoprocta pratti","C","EMML_PA","G",3,966.73,0,1,1.77,-999,-999
"Echimys saturnus","C","EMML_PA","Ar",2,626.9,1,0,-999,-999,-999
"Mustela africana","C","EMML_PA","G",2,536.99,1,1,-999,-999,-999
"Alouatta seniculus","C","EMML_PA","Ar",2,6145.54,0,1,1.42,-999,7.9
"Sciurus igniventris","C","EMML_PA","Ar",3,700,0,1,-999,-999,1
"Leopardus tigrinus","C","EMML_PA","S",1,2250,1,1,-999,-999,-999
"Choloepus didactylus","C","EMML_PA","Ar",2,5160,1,0,1,-999,1
"Bradypus variegatus","C","EMML_PA","Ar",1,4335.01,1,1,1,-999,1
"Cabassous unicinctus","C","EMML_PA","G",1,4799.99,1,0,1,-999,1
"Ateles belzebuth","C","EMML_PA","Ar",5,5000,0,1,1.02,-999,14.5
"Potos flavus","C","EMML_PA","Ar",3,3000,1,0,1.11,-999,1
"Dasypus novemcinctus","C","EMML_PA","G",1,4203.78,1,0,3.96,-999,1
"Dasypus kappleri","C","EMML_PA","G",1,9500,1,0,4.47,-999,1
"Bassaricyon alleni","C","EMML_PA","Ar",3,1235.01,1,0,-999,-999,-999
"Aotus vociferans","C","EMML_PA","Ar",6,872.99,1,0,1.02,-999,3.3
"Dactylomys dactylinus","C","EMML_PA","Ar",1,649.99,1,0,-999,-999,2
"Coendou bicolor","C","EMML_PA","Ar",2,4050.05,1,0,1,-999,2
"Dinomys branickii","C","EMML_PA","G",2,12500,1,0,1.97,-999,-999
"Chironectes minimus","C","EMML_PA","G",3,946,1,0,3.24,-999,1
"Hydrochoerus hydrochaeris","C","EMML_PA","G",2,48144.91,0,1,3.49,-999,10
"Lontra longicaudis","C","EMML_PA","G",3,6554.96,1,0,3.69,-999,-999
"Pteronura brasiliensis","C","EMML_PA","G",2,23999.93,0,1,2.12,-999,-999
"Procyon cancrivorus","C","EMML_PA","G",5,6949.92,1,0,2.62,-999,-999
"Glaucomys volans","A","EMML_PRP","Ar",3,63.87,1,0,3.13,-999,-999
"Tamias striatus","A","EMML_PRP","G",4,111.91,0,1,-999,-999,-999
"Odocoileus virginianus","B","EMML_PRP","G",2,55508.56,1,0,1.57,-999,2.25
"Urocyon cinereoargenteus","B","EMML_PRP","G",5,3833.72,1,0,3.71,-999,-999
"Canis latrans","B","EMML_PRP","G",3,13406.33,1,0,5.72,-999,-999
"Procyon lotor","B","EMML_PRP","G",4,5524.97,1,0,3.06,-999,-999
"Sylvilagus floridanus","B","EMML_PRP","G",1,1172.79,1,0,4.62,-999,-999
"Didelphis virginiana","B","EMML_PRP","S",4,2195.48,1,0,8.62,-999,1
"Sciurus carolinensis","B","EMML_PRP","Ar",3,506.5,0,1,2.98,-999,1
"Vulpes vulpes","B","EMML_PRP","G",3,5476.17,1,0,4.59,-999,-999
"Marmota monax","B","EMML_PRP","G",3,3801.72,0,1,4.1,-999,1
"Lynx rufus","B","EMML_PRP","G",1,8904.1,1,0,2.76,-999,-999
"Lontra canadensis","B","EMML_PRP","G",2,8087.42,1,0,2.67,-999,-999
"Ursus americanus","C","EMML_PRP","G",4,99949.36,1,0,2.39,-999,-999
"Sylvilagus palustris","C","EMML_PRP","G",1,1500,1,0,2.96,-999,-999
"Sciurus niger","C","EMML_PRP","Ar",3,761.9,0,1,-999,-999,-999
"Mephitis mephitis","C","EMML_PRP","G",5,2085.02,1,0,5.7,-999,-999
"Castor canadensis","C","EMML_PRP","G",1,21820,1,0,3.6,-999,5.1
"Ondatra zibethicus","C","EMML_PRP","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_PRP","G",4,1150,1,0,-999,-999,-999
"Tamias striatus","A","EMML_RBS","G",4,111.91,0,1,-999,-999,-999
"Procyon lotor","B","EMML_RBS","G",4,5524.97,1,0,3.06,-999,-999
"Vulpes vulpes","B","EMML_RBS","G",3,5476.17,1,0,4.59,-999,-999
"Sciurus carolinensis","B","EMML_RBS","Ar",3,506.5,0,1,2.98,-999,1
"Didelphis virginiana","B","EMML_RBS","S",4,2195.48,1,0,8.62,-999,1
"Odocoileus virginianus","B","EMML_RBS","G",2,55508.56,1,0,1.57,-999,2.25
"Sylvilagus floridanus","B","EMML_RBS","G",1,1172.79,1,0,4.62,-999,-999
"Urocyon cinereoargenteus","B","EMML_RBS","G",5,3833.72,1,0,3.71,-999,-999
"Canis latrans","B","EMML_RBS","G",3,13406.33,1,0,5.72,-999,-999
"Marmota monax","B","EMML_RBS","G",3,3801.72,0,1,4.1,-999,1
"Sylvilagus palustris","C","EMML_RBS","G",1,1500,1,0,2.96,-999,-999
"Sciurus niger","C","EMML_RBS","Ar",3,761.9,0,1,-999,-999,-999
"Lynx rufus","C","EMML_RBS","G",1,8904.1,1,0,2.76,-999,-999
"Mephitis mephitis","C","EMML_RBS","G",5,2085.02,1,0,5.7,-999,-999
"Castor canadensis","C","EMML_RBS","G",1,21820,1,0,3.6,-999,5.1
"Lontra canadensis","C","EMML_RBS","G",2,8087.42,1,0,2.67,-999,-999
"Ondatra zibethicus","C","EMML_RBS","G",2,1065.75,1,0,6.55,-999,-999
"Neovison vison","C","EMML_RBS","G",4,1150,1,0,-999,-999,-999
"Tamias striatus","A","EMML_REMA","G",4,111.91,0,1,-999,-999,-999
"Neotoma floridana","A","EMML_REMA","G",3,244.75,1,0,3.11,-999,1
"Glaucomys volans","A","EMML_REMA","Ar",3,63.87,1,0,3.13,-999,-999
"Mustela frenata","A","EMML_REMA","G",1,147,1,1,6.5,-999,-999
"Spilogale putorius","A","EMML_REMA","G",3,341,1,0,5.07,-999,-999
"Mustela nivalis","A","EMML_REMA","G",1,103.88,1,0,5.07,-999,-999
"Sus scrofa","A","EMML_REMA","G",5,96118.09,1,0,4.52,-999,13
"Vulpes vulpes","B","EMML_REMA","G",3,5476.17,1,0,4.59,-999,-999
"Odocoileus virginianus","B","EMML_REMA","G",2,55508.56,1,0,1.57,-999,2.25
"Sciurus carolinensis","B","EMML_REMA","Ar",3,506.5,0,1,2.98,-999,1
"Didelphis virginiana","B","EMML_REMA","S",4,2195.48,1,0,8.62,-999,1
"Procyon lotor","B","EMML_REMA","G",4,5524.97,1,0,3.06,-999,-999
"Canis latrans","B","EMML_REMA","G",3,13406.33,1,0,5.72,-999,-999
"Sciurus niger","B","EMML_REMA","Ar",3,761.9,0,1,-999,-999,-999
"Marmota monax","B","EMML_REMA","G",3,3801.72,0,1,4.1,-999,1
"Ursus americanus","B","EMML_REMA","G",4,99949.36,1,0,2.39,-999,-999
"Lynx rufus","B","EMML_REMA","G",1,8904.1,1,0,2.76,-999,-999
"Sylvilagus floridanus","B","EMML_REMA","G",1,1172.79,1,0,4.62,-999,-999
"Mephitis mephitis","B","EMML_REMA","G",5,2085.02,1,0,5.7,-999,-999
"Urocyon cinereoargenteus","B","EMML_REMA","G",5,3833.72,1,0,3.71,-999,-999
"Martes pennanti","B","EMML_REMA","S",2,4000,1,1,3.02,-999,-999
"Lontra canadensis","B","EMML_REMA","G",2,8087.42,1,0,2.67,-999,-999
"Sylvilagus palustris","C","EMML_REMA","G",1,1500,1,0,2.96,-999,-999
"Sylvilagus aquaticus","C","EMML_REMA","G",1,2135.8,1,0,3,-999,-999
"Dasypus novemcinctus","C","EMML_REMA","G",1,4203.78,1,0,3.96,-999,1
"Lepus americanus","C","EMML_REMA","G",1,1710.02,1,0,3.54,-999,-999
"Sylvilagus obscurus","C","EMML_REMA","G",1,1218.45,1,0,-999,-999,-999
"Erethizon dorsatum","C","EMML_REMA","S",3,7085.33,1,0,1,-999,1
"Castor canadensis","C","EMML_REMA","G",1,21820,1,0,3.6,-999,5.1
"Ondatra zibethicus","C","EMML_REMA","G",2,1065.75,1,0,6.55,-999,-999
"Phoca vitulina","C","EMML_REMA","M",2,1e+05,0,1,1,-999,-999
"Neovison vison","C","EMML_REMA","G",4,1150,1,0,-999,-999,-999
"Vulpes vulpes","B","EMML_REMA","G",3,5476.17,1,0,4.59,-999,-999
"Odocoileus virginianus","B","EMML_REMA","G",2,55508.56,1,0,1.57,-999,2.25
"Sciurus carolinensis","B","EMML_REMA","Ar",3,506.5,0,1,2.98,-999,1
"Didelphis virginiana","B","EMML_REMA","S",4,2195.48,1,0,8.62,-999,1
"Procyon lotor","B","EMML_REMA","G",4,5524.97,1,0,3.06,-999,-999
"Canis latrans","B","EMML_REMA","G",3,13406.33,1,0,5.72,-999,-999
"Sciurus niger","B","EMML_REMA","Ar",3,761.9,0,1,-999,-999,-999
"Marmota monax","B","EMML_REMA","G",3,3801.72,0,1,4.1,-999,1
"Ursus americanus","B","EMML_REMA","G",4,99949.36,1,0,2.39,-999,-999
"Lynx rufus","B","EMML_REMA","G",1,8904.1,1,0,2.76,-999,-999
"Sylvilagus floridanus","B","EMML_REMA","G",1,1172.79,1,0,4.62,-999,-999
