"speciesScientificName","order"
"Mydaus marchei","Carnivora"
"Mydaus marchei","Carnivora"
"Mydaus marchei","Carnivora"
"Varecia variegata","Primates"
"Varecia variegata","Primates"
"Neotoma insularis","Rodentia"
"Carpomys melanurus","Rodentia"
"Sorex kozlovi","Eulipotyphla"
"Melanomys caliginosus","Rodentia"
"Spalax uralensis","Rodentia"
"Mazama nana","Cetartiodactyla"
"Mazama nana","Cetartiodactyla"
"Pithecia pissinattii","Primates"
"Paruromys dominator","Rodentia"
"Calcochloris obtusirostris","Afrosoricida"
"Dasyurus maculatus","Dasyuromorphia"
"Dasyurus maculatus","Dasyuromorphia"
"Rhinolophus sakejiensis","Chiroptera"
"Callospermophilus madrensis","Rodentia"
"Equus ferus","Perissodactyla"
"Tachyoryctes macrocephalus","Rodentia"
"Ochotona curzoniae","Lagomorpha"
"Pseudochirulus forbesi","Diprotodontia"
"Coendou melanurus","Rodentia"
"Scapanus townsendii","Eulipotyphla"
"Marmosops fuscatus","Didelphimorphia"
"Marmosops fuscatus","Didelphimorphia"
"Cyttarops alecto","Chiroptera"
"Platyrrhinus ismaeli","Chiroptera"
"Sapajus nigritus","Primates"
"Ratufa indica","Rodentia"
"Leopardus colocolo","Carnivora"
"Hypsugo anthonyi","Chiroptera"
"Mimon bennettii","Chiroptera"
"Lemniscomys macculus","Rodentia"
"Gracilimus radix","Rodentia"
"Rhogeessa parvula","Chiroptera"
"Cryptotis nelsoni","Eulipotyphla"
"Neotamias merriami","Rodentia"
"Marmota vancouverensis","Rodentia"
"Epixerus ebii","Rodentia"
"Epixerus ebii","Rodentia"
"Presbytis chrysomelas","Primates"
"Presbytis chrysomelas","Primates"
"Nyctophilus gouldi","Chiroptera"
"Ctenomys dorbignyi","Rodentia"
"Dolichotis salinicola","Rodentia"
"Chalinolobus morio","Chiroptera"
"Chalinolobus morio","Chiroptera"
"Chalinolobus morio","Chiroptera"
"Chalinolobus morio","Chiroptera"
"Atherurus macrourus","Rodentia"
"Crocidura manengubae","Eulipotyphla"
"Crocidura manengubae","Eulipotyphla"
"Proedromys bedfordi","Rodentia"
"Neotamias alpinus","Rodentia"
"Microtus maximowiczii","Rodentia"
"Vespadelus regulus","Chiroptera"
"Vespadelus regulus","Chiroptera"
"Vespadelus regulus","Chiroptera"
"Cephalopachus bancanus","Primates"
"Cephalopachus bancanus","Primates"
"Cephalopachus bancanus","Primates"
"Cephalopachus bancanus","Primates"
"Cephalopachus bancanus","Primates"
"Cephalopachus bancanus","Primates"
"Coccymys kirrhos","Rodentia"
"Aepyprymnus rufescens","Diprotodontia"
"Neotoma leucodon","Rodentia"
"Marmota caligata","Rodentia"
"Nycteris arge","Chiroptera"
"Nycteris arge","Chiroptera"
"Monodelphis emiliae","Didelphimorphia"
"Rhipidomys couesi","Rodentia"
"Rhipidomys couesi","Rodentia"
"Rhipidomys couesi","Rodentia"
"Rhagomys rufescens","Rodentia"
"Stenocephalemys albocaudata","Rodentia"
"Genetta abyssinica","Carnivora"
"Artibeus jamaicensis","Chiroptera"
"Ctenomys coyhaiquensis","Rodentia"
"Rattus simalurensis","Rodentia"
"Eliurus danieli","Rodentia"
"Dasyprocta azarae","Rodentia"
"Urocitellus beldingi","Rodentia"
"Heteromys gaumeri","Rodentia"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Cheiromeles parvidens","Chiroptera"
"Isothrix sinnamariensis","Rodentia"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Rhinolophus cognatus","Chiroptera"
"Neotoma floridana","Rodentia"
"Microperoryctes longicauda","Peramelemorphia"
"Oxymycterus caparoae","Rodentia"
"Spermophilus alashanicus","Rodentia"
"Rhinolophus adami","Chiroptera"
"Muntiacus vuquangensis","Cetartiodactyla"
"Muntiacus vuquangensis","Cetartiodactyla"
"Parascalops breweri","Eulipotyphla"
"Platyrrhinus lineatus","Chiroptera"
"Platyrrhinus dorsalis","Chiroptera"
"Crocidura nigricans","Eulipotyphla"
"Malacomys edwardsi","Rodentia"
"Hipposideros crumeniferus","Chiroptera"
"Gerbillurus setzeri","Rodentia"
"Pteralopex anceps","Chiroptera"
"Pteralopex anceps","Chiroptera"
"Glauconycteris kenyacola","Chiroptera"
"Phyllomys nigrispinus","Rodentia"
"Lepus capensis","Lagomorpha"
"Lepus capensis","Lagomorpha"
"Lepus capensis","Lagomorpha"
"Lepus capensis","Lagomorpha"
"Lepus capensis","Lagomorpha"
"Rattus korinchi","Rodentia"
"Octodon bridgesi","Rodentia"
"Spermophilus citellus","Rodentia"
"Spermophilus citellus","Rodentia"
"Apodemus semotus","Rodentia"
"Nyctalus lasiopterus","Chiroptera"
"Nyctalus lasiopterus","Chiroptera"
"Nyctalus lasiopterus","Chiroptera"
"Nyctalus lasiopterus","Chiroptera"
"Dendromus ruppi","Rodentia"
"Dendromus ruppi","Rodentia"
"Proechimys pattoni","Rodentia"
"Rattus praetor","Rodentia"
"Rattus praetor","Rodentia"
"Rattus praetor","Rodentia"
"Neotragus batesi","Cetartiodactyla"
"Neotragus batesi","Cetartiodactyla"
"Cynomops greenhalli","Chiroptera"
"Voalavo gymnocaudus","Rodentia"
"Artibeus lituratus","Chiroptera"
"Artibeus lituratus","Chiroptera"
"Artibeus lituratus","Chiroptera"
"Artibeus lituratus","Chiroptera"
"Artibeus lituratus","Chiroptera"
"Peromyscus pseudocrinitus","Rodentia"
"Carollia subrufa","Chiroptera"
"Callibella humilis","Primates"
"Apodemus hyrcanicus","Rodentia"
"Rattus elaphinus","Rodentia"
"Rattus elaphinus","Rodentia"
"Microtus mujanensis","Rodentia"
"Sorex pribilofensis","Eulipotyphla"
"Hipposideros khaokhouayensis","Chiroptera"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Cervus nippon","Cetartiodactyla"
"Lophuromys melanonyx","Rodentia"
"Lophuromys melanonyx","Rodentia"
"Lophuromys melanonyx","Rodentia"
"Lophuromys melanonyx","Rodentia"
"Melomys dollmani","Rodentia"
"Thylogale stigmatica","Diprotodontia"
"Thylogale stigmatica","Diprotodontia"
"Spilocuscus rufoniger","Diprotodontia"
"Crocidura fischeri","Eulipotyphla"
"Sorex ugyunak","Eulipotyphla"
"Mops bakarii","Chiroptera"
"Pogonomelomys bruijnii","Rodentia"
"Canis adustus","Carnivora"
"Crocidura cinderella","Eulipotyphla"
"Burramys parvus","Diprotodontia"
"Belomys pearsonii","Rodentia"
"Belomys pearsonii","Rodentia"
"Belomys pearsonii","Rodentia"
"Saimiri ustus","Primates"
"Perognathus flavus","Rodentia"
"Myosorex blarina","Eulipotyphla"
"Dorcopsulus macleayi","Diprotodontia"
"Dasyuroides byrnei","Dasyuromorphia"
"Chlamyphorus truncatus","Cingulata"
"Propithecus perrieri","Primates"
"Sorex monticolus","Eulipotyphla"
"Necromys benefactus","Rodentia"
"Sorex shinto","Eulipotyphla"
"Sorex shinto","Eulipotyphla"
"Sorex shinto","Eulipotyphla"
"Acomys subspinosus","Rodentia"
"Cercopithecus lomamiensis","Primates"
"Tscherskia triton","Rodentia"
"Microperoryctes papuensis","Peramelemorphia"
"Pithecia inusta","Primates"
"Lepilemur randrianasoloi","Primates"
"Phacochoerus africanus","Cetartiodactyla"
"Laonastes aenigmamus","Rodentia"
"Juliomys pictipes","Rodentia"
"Sturnira erythromos","Chiroptera"
"Dermanura anderseni","Chiroptera"
"Glauconycteris curryae","Chiroptera"
"Lasiopodomys mandarinus","Rodentia"
"Arvicanthis neumanni","Rodentia"
"Romerolagus diazi","Lagomorpha"
"Myodes andersoni","Rodentia"
"Eospalax smithii","Rodentia"
"Pteropus subniger","Chiroptera"
"Otomops formosus","Chiroptera"
"Sundasciurus samarensis","Rodentia"
"Sundasciurus samarensis","Rodentia"
"Apomys camiguinensis","Rodentia"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Pteropus anetianus","Chiroptera"
"Proechimys trinitatis","Rodentia"
"Proechimys trinitatis","Rodentia"
"Phascogale calura","Dasyuromorphia"
"Ratufa affinis","Rodentia"
"Ratufa affinis","Rodentia"
"Ratufa affinis","Rodentia"
"Ratufa affinis","Rodentia"
"Eropeplus canus","Rodentia"
"Cryptoprocta ferox","Carnivora"
"Urotrichus talpoides","Eulipotyphla"
"Urotrichus talpoides","Eulipotyphla"
"Urotrichus talpoides","Eulipotyphla"
"Urotrichus talpoides","Eulipotyphla"
"Urotrichus talpoides","Eulipotyphla"
"Urotrichus talpoides","Eulipotyphla"
"Pipistrellus stenopterus","Chiroptera"
"Pipistrellus stenopterus","Chiroptera"
"Pipistrellus stenopterus","Chiroptera"
"Pipistrellus stenopterus","Chiroptera"
"Pipistrellus stenopterus","Chiroptera"
"Erinaceus concolor","Eulipotyphla"
"Rattus niobe","Rodentia"
"Phaner furcifer","Primates"
"Rattus mindorensis","Rodentia"
"Solomys ponceleti","Rodentia"
"Solomys ponceleti","Rodentia"
"Balantiopteryx infusca","Chiroptera"
"Thylamys karimii","Didelphimorphia"
"Pseudohydromys ellermani","Rodentia"
"Petromyscus barbouri","Rodentia"
"Callicebus melanochir","Primates"
"Rousettus linduensis","Chiroptera"
"Thalpomys lasiotis","Rodentia"
"Paramelomys naso","Rodentia"
"Paramelomys naso","Rodentia"
"Otomys dartmouthi","Rodentia"
"Piliocolobus preussi","Primates"
"Plecturocebus miltoni","Primates"
"Sorex ixtlanensis","Eulipotyphla"
"Crocidura wuchihensis","Eulipotyphla"
"Crocidura wuchihensis","Eulipotyphla"
"Mus bufo","Rodentia"
"Crocidura usambarae","Eulipotyphla"
"Eudorcas albonotata","Cetartiodactyla"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Rattus tiomanicus","Rodentia"
"Pseudomys apodemoides","Rodentia"
"Thomasomys apeco","Rodentia"
"Rhynchocyon udzungwensis","Macroscelidea"
"Rhynchocyon udzungwensis","Macroscelidea"
"Jaculus blanfordi","Rodentia"
"Lophuromys roseveari","Rodentia"
"Crocidura brunnea","Eulipotyphla"
"Myotis blythii","Chiroptera"
"Myotis blythii","Chiroptera"
"Myotis blythii","Chiroptera"
"Myotis blythii","Chiroptera"
"Myotis blythii","Chiroptera"
"Myotis blythii","Chiroptera"
"Macaca mulatta","Primates"
"Macaca mulatta","Primates"
"Microtus hyperboreus","Rodentia"
"Fossa fossana","Carnivora"
"Dasyprocta iacki","Rodentia"
"Eumops ferox","Chiroptera"
"Eumops ferox","Chiroptera"
"Eumops ferox","Chiroptera"
"Jaculus jaculus","Rodentia"
"Macropus parryi","Diprotodontia"
"Niviventer confucianus","Rodentia"
"Lepilemur ankaranensis","Primates"
"Pipistrellus coromandra","Chiroptera"
"Otocolobus manul","Carnivora"
"Otocolobus manul","Carnivora"
"Otocolobus manul","Carnivora"
"Ailurus fulgens","Carnivora"
"Cryptotis cavatorculus","Eulipotyphla"
"Hipposideros khasiana","Chiroptera"
"Pithecia rylandsi","Primates"
"Necromys obscurus","Rodentia"
"Cheirogaleus lavasoensis","Primates"
"Murexia naso","Dasyuromorphia"
"Bibimys chacoensis","Rodentia"
"Euroscaptor mizura","Eulipotyphla"
"Euroscaptor mizura","Eulipotyphla"
"Euroscaptor mizura","Eulipotyphla"
"Scolomys ucayalensis","Rodentia"
"Rhogeessa velilla","Chiroptera"
"Myotis morrisi","Chiroptera"
"Graphiurus platyops","Rodentia"
"Melomys bannisteri","Rodentia"
"Carollia perspicillata","Chiroptera"
"Carollia perspicillata","Chiroptera"
"Carollia perspicillata","Chiroptera"
"Carollia perspicillata","Chiroptera"
"Rhinolophus subrufus","Chiroptera"
"Rhinolophus subrufus","Chiroptera"
"Rhinolophus subrufus","Chiroptera"
"Rhinolophus subrufus","Chiroptera"
"Rhinolophus subrufus","Chiroptera"
"Rhinolophus subrufus","Chiroptera"
"Peromyscus simulus","Rodentia"
"Rhinolophus smithersi","Chiroptera"
"Gerbillus pulvinatus","Rodentia"
"Pseudantechinus mimulus","Dasyuromorphia"
"Hyosciurus heinrichi","Rodentia"
"Murina gracilis","Chiroptera"
"Hipposideros scutinares","Chiroptera"
"Myotis davidii","Chiroptera"
"Steatomys bocagei","Rodentia"
"Sorex saussurei","Eulipotyphla"
"Acomys airensis","Rodentia"
"Mops condylurus","Chiroptera"
"Soricomys musseri","Rodentia"
"Rhinolophus subbadius","Chiroptera"
"Sturnira ludovici","Chiroptera"
"Lophuromys machangui","Rodentia"
"Spermophilus brevicauda","Rodentia"
"Didelphis virginiana","Didelphimorphia"
"Crocidura dolichura","Eulipotyphla"
"Pogonomys sylvestris","Rodentia"
"Reithrodontomys creper","Rodentia"
"Apodemus gurkha","Rodentia"
"Crocidura palawanensis","Eulipotyphla"
"Crocidura palawanensis","Eulipotyphla"
"Micronycteris microtis","Chiroptera"
"Miniopterus minor","Chiroptera"
"Crocidura sibirica","Eulipotyphla"
"Diomys crumpi","Rodentia"
"Apodemus peninsulae","Rodentia"
"Pteropus ornatus","Chiroptera"
"Pteropus ornatus","Chiroptera"
"Pteropus ornatus","Chiroptera"
"Melomys fraterculus","Rodentia"
"Nesomys audeberti","Rodentia"
"Sicista pseudonapaea","Rodentia"
"Scotophilus leucogaster","Chiroptera"
"Scotophilus leucogaster","Chiroptera"
"Sylvilagus palustris","Lagomorpha"
"Leptonycteris curasoae","Chiroptera"
"Leptonycteris curasoae","Chiroptera"
"Leptonycteris curasoae","Chiroptera"
"Leptonycteris curasoae","Chiroptera"
"Eutamias sibiricus","Rodentia"
"Eutamias sibiricus","Rodentia"
"Eutamias sibiricus","Rodentia"
"Reithrodontomys microdon","Rodentia"
"Hapalemur occidentalis","Primates"
"Arborimus longicaudus","Rodentia"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Miniopterus fuscus","Chiroptera"
"Eliurus webbi","Rodentia"
"Herpestes urva","Carnivora"
"Herpestes urva","Carnivora"
"Herpestes urva","Carnivora"
"Herpestes urva","Carnivora"
"Crocidura caliginea","Eulipotyphla"
"Didelphis albiventris","Didelphimorphia"
"Myotis petax","Chiroptera"
"Myotis petax","Chiroptera"
"Myotis petax","Chiroptera"
"Limnomys bryophilus","Rodentia"
"Limnomys bryophilus","Rodentia"
"Hapalemur meridionalis","Primates"
"Idiurus macrotis","Rodentia"
"Bandicota bengalensis","Rodentia"
"Bandicota bengalensis","Rodentia"
"Capra ibex","Cetartiodactyla"
"Capra ibex","Cetartiodactyla"
"Capra ibex","Cetartiodactyla"
"Pithecia hirsuta","Primates"
"Eptesicus innoxius","Chiroptera"
"Eptesicus innoxius","Chiroptera"
"Rattus arrogans","Rodentia"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Dobsonia exoleta","Chiroptera"
"Neotoma bryanti","Rodentia"
"Neotoma bryanti","Rodentia"
"Rhynchomys soricoides","Rodentia"
"Ictonyx striatus","Carnivora"
"Rhipidomys ipukensis","Rodentia"
"Herpestes vitticollis","Carnivora"
"Herpestes vitticollis","Carnivora"
"Herpestes vitticollis","Carnivora"
"Pipistrellus aero","Chiroptera"
"Pipistrellus aero","Chiroptera"
"Myotis pilosus","Chiroptera"
"Oreotragus oreotragus","Cetartiodactyla"
"Oreotragus oreotragus","Cetartiodactyla"
"Oreotragus oreotragus","Cetartiodactyla"
"Chelemys megalonyx","Rodentia"
"Auliscomys sublimis","Rodentia"
"Pattonomys occasius","Rodentia"
"Pattonomys occasius","Rodentia"
"Petaurista nobilis","Rodentia"
"Petaurista nobilis","Rodentia"
"Hipposideros sorenseni","Chiroptera"
"Perodicticus potto","Primates"
"Perodicticus potto","Primates"
"Nyctophilus microtis","Chiroptera"
"Nyctophilus microtis","Chiroptera"
"Nyctophilus microtis","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Rhinolophus megaphyllus","Chiroptera"
"Heteromys oresterus","Rodentia"
"Odocoileus virginianus","Cetartiodactyla"
"Urocitellus endemicus","Rodentia"
"Lasiurus ebenus","Chiroptera"
"Nycticebus kayan","Primates"
"Rhinolophus formosae","Chiroptera"
"Abrocoma bennettii","Rodentia"
"Leopardus pardalis","Carnivora"
"Graphiurus angolensis","Rodentia"
"Graphiurus angolensis","Rodentia"
"Sturnira aratathomasi","Chiroptera"
"Lasiurus castaneus","Chiroptera"
"Dendromus vernayi","Rodentia"
"Necromys lasiurus","Rodentia"
"Genetta victoriae","Carnivora"
"Paramelomys steini","Rodentia"
"Melogale orientalis","Carnivora"
"Melogale orientalis","Carnivora"
"Notomys mitchellii","Rodentia"
"Taterillus petteri","Rodentia"
"Rousettus madagascariensis","Chiroptera"
"Chaerephon russatus","Chiroptera"
"Genetta thierryi","Carnivora"
"Diplothrix legata","Rodentia"
"Diplothrix legata","Rodentia"
"Diplothrix legata","Rodentia"
"Cuscomys oblativa","Rodentia"
"Phyllostomus hastatus","Chiroptera"
"Phyllostomus hastatus","Chiroptera"
"Mormopterus beccarii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Scotophilus kuhlii","Chiroptera"
"Melomys frigicola","Rodentia"
"Marmosa mexicana","Didelphimorphia"
"Marmosa mexicana","Didelphimorphia"
"Marmosa mexicana","Didelphimorphia"
"Microtus multiplex","Rodentia"
"Cuon alpinus","Carnivora"
"Acomys cilicicus","Rodentia"
"Nycteris woodi","Chiroptera"
"Akodon sanctipaulensis","Rodentia"
"Marmota flaviventris","Rodentia"
"Otospermophilus beecheyi","Rodentia"
"Otospermophilus beecheyi","Rodentia"
"Heliosciurus undulatus","Rodentia"
"Piliocolobus rufomitratus","Primates"
"Coendou roosmalenorum","Rodentia"
"Ctenomys johannis","Rodentia"
"Thomasomys andersoni","Rodentia"
"Chiromyscus chiropus","Rodentia"
"Hylobates pileatus","Primates"
"Elaphodus cephalophus","Cetartiodactyla"
"Elaphodus cephalophus","Cetartiodactyla"
"Thrichomys laurentius","Rodentia"
"Microcavia shiptoni","Rodentia"
"Chaerephon johorensis","Chiroptera"
"Chaerephon johorensis","Chiroptera"
"Chaerephon johorensis","Chiroptera"
"Cardioderma cor","Chiroptera"
"Gerbillus cheesmani","Rodentia"
"Blarina hylophaga","Eulipotyphla"
"Vespadelus caurinus","Chiroptera"
"Vespadelus caurinus","Chiroptera"
"Vespadelus caurinus","Chiroptera"
"Callithrix jacchus","Primates"
"Reithrodon auritus","Rodentia"
"Chaetodipus intermedius","Rodentia"
"Acomys minous","Rodentia"
"Macrogalidia musschenbroekii","Carnivora"
"Leptonycteris yerbabuenae","Chiroptera"
"Myosorex longicaudatus","Eulipotyphla"
"Crocidura caspica","Eulipotyphla"
"Piliocolobus langi","Primates"
"Pseudohydromys carlae","Rodentia"
"Hipposideros corynophyllus","Chiroptera"
"Callosciurus phayrei","Rodentia"
"Isoodon obesulus","Peramelemorphia"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Notopteris macdonaldi","Chiroptera"
"Abditomys latidens","Rodentia"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Acerodon jubatus","Chiroptera"
"Tylonycteris pygmaeus","Chiroptera"
"Microtus ochrogaster","Rodentia"
"Microtus ochrogaster","Rodentia"
"Microtus ochrogaster","Rodentia"
"Civettictis civetta","Carnivora"
"Civettictis civetta","Carnivora"
"Hylaeamys laticeps","Rodentia"
"Sphaeronycteris toxophyllum","Chiroptera"
"Taeromys taerae","Rodentia"
"Microtus nasarovi","Rodentia"
"Ammotragus lervia","Cetartiodactyla"
"Ammotragus lervia","Cetartiodactyla"
"Ammotragus lervia","Cetartiodactyla"
"Ammotragus lervia","Cetartiodactyla"
"Ammotragus lervia","Cetartiodactyla"
"Ammotragus lervia","Cetartiodactyla"
"Ammotragus lervia","Cetartiodactyla"
"Microcavia australis","Rodentia"
"Monticolomys koopmani","Rodentia"
"Cryptotis mam","Eulipotyphla"
"Presbytis frontata","Primates"
"Phyllonycteris poeyi","Chiroptera"
"Phyllonycteris poeyi","Chiroptera"
"Phyllonycteris poeyi","Chiroptera"
"Bathyergus suillus","Rodentia"
"Sundasciurus jentinki","Rodentia"
"Sundasciurus jentinki","Rodentia"
"Marmosops noctivagus","Didelphimorphia"
"Pygeretmus platyurus","Rodentia"
"Mesembriomys gouldii","Rodentia"
"Mesembriomys gouldii","Rodentia"
"Cercopithecus mona","Primates"
"Cercopithecus mona","Primates"
"Arctocebus calabarensis","Primates"
"Mico leucippe","Primates"
"Gracilinanus emiliae","Didelphimorphia"
"Cyclopes didactylus","Pilosa"
"Cyclopes didactylus","Pilosa"
"Cyclopes didactylus","Pilosa"
"Neotoma chrysomelas","Rodentia"
"Crocidura umbra","Eulipotyphla"
"Punomys kofordi","Rodentia"
"Leptomys arfakensis","Rodentia"
"Zaglossus bruijnii","Monotremata"
"Zaglossus bruijnii","Monotremata"
"Gerbillus gleadowi","Rodentia"
"Sminthopsis longicaudata","Dasyuromorphia"
"Euphractus sexcinctus","Cingulata"
"Monodelphis handleyi","Didelphimorphia"
"Microtus middendorffii","Rodentia"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Emballonura alecto","Chiroptera"
"Thomasomys eleusis","Rodentia"
"Rhipidomys albujai","Rodentia"
"Funisciurus congicus","Rodentia"
"Cavia intermedia","Rodentia"
"Antidorcas marsupialis","Cetartiodactyla"
"Apodemus latronum","Rodentia"
"Chrotomys sibuyanensis","Rodentia"
"Cebus unicolor","Primates"
"Crocidura rapax","Eulipotyphla"
